isla,fecha,numero_casos,ia_7dias,ia_14dias,pcr_total,pcr_positivos,pcr_porcentaje_positivos,pcr_porcentaje_positivos_7dias,Urg_ingr,Urg_cv,HPT_cv19,HPT_nocv19,CCR_cv19,CCR_nocv19,CSR_cv19,CSR_nocv19,tmed,prec,tmin,tmax,dir,velmedia,racha,sol,presMax,presMin,hrMedia,hrMax,hrMin
LANZAROTE,2022-01-25,102,664.2620594049239,2510.076245732036,967,128,13.236814891416753,23.61560742886352,31,0,44,138,0,5,0,0,18.4,0.7,14.8,22.0,1.0,6.1,16.9,7.0,1021.6,1017.7,65.0,88.0,42.0
LANZAROTE,2022-01-26,93,541.0366338921264,2225.117449233692,942,121,12.845010615711251,19.26326461642447,36,4,42,150,0,4,0,0,16.8,0.0,11.7,21.8,99.0,3.9,9.7,7.0,1018.4,1015.3,67.0,89.0,41.0
EL HIERRO,2022-01-26,40,2377.3212523548937,4727.729433928411,44,14,31.818181818181817,43.78238341968912,2,0,3,10,0,0,0,0,17.5,7.9,15.6,19.4,3.0,6.7,15.3,2.7,1020.1,1015.9,77.0,88.0,62.0
FUERTEVENTURA,2022-01-26,124,759.1955366986269,2134.7676477466343,443,138,31.151241534988717,35.373187124159884,7,2,12,71,2,6,0,0,17.0,0.0,13.5,20.4,34.0,4.7,15.0,7.1,1017.3,1014.1,67.0,77.0,56.0
GRAN CANARIA,2022-01-26,975,910.205594018148,2438.514075049005,3822,1218,31.86813186813187,34.2546156989487,222,44,422,1415,58,64,0,18,17.4,4.2,14.7,20.0,3.0,8.1,15.0,6.2,1016.7,1012.9,70.0,89.0,59.0
LA PALMA,2022-01-26,127,1282.0820053200412,3569.460087708788,190,133,70.0,62.30448383733055,15,0,15,129,0,8,0,0,16.8,16.1,14.2,19.5,99.0,7.5,15.3,4.5,1019.0,1014.9,70.0,91.0,57.0
LA GOMERA,2022-01-26,10,539.7176861334071,1273.1801826736785,67,17,25.37313432835821,35.45232273838631,2,0,4,12,0,0,0,0,18.2,1.2,15.5,21.0,3.0,5.3,16.9,8.1,997.2,992.8,55.0,72.0,46.0
TENERIFE,2022-01-26,604,540.3810450956489,1944.316414747298,3828,851,22.23092998955068,27.71984972782335,247,30,419,1392,57,56,0,15,18.6,8.2,15.8,21.4,36.0,3.9,12.2,7.0,1018.5,1014.6,64.0,81.0,52.0
LANZAROTE,2022-01-27,74,480.7075193181527,1918.979282725336,952,120,12.605042016806722,17.652084757347914,29,1,37,162,0,2,0,0,15.5,1.3,12.7,18.3,99.0,2.8,9.2,5.3,1017.2,1014.4,75.0,83.0,56.0
EL HIERRO,2022-01-27,13,2260.697945635597,4593.16408002153,44,10,22.727272727272727,43.25842696629213,2,0,3,11,0,0,0,0,18.4,0.0,16.8,20.0,1.0,4.7,12.8,4.2,1016.8,1013.0,68.0,76.0,54.0
GRAN CANARIA,2022-01-27,872,838.3195736866775,2283.403914106141,3560,1103,30.98314606741573,33.60390243902439,228,44,450,1387,56,63,0,25,16.8,0.7,13.8,19.7,1.0,5.0,12.5,8.6,1014.1,1010.4,74.0,87.0,56.0
LA PALMA,2022-01-27,98,1187.4236142730476,3006.302571353256,170,112,65.88235294117646,63.53749284487693,14,0,14,121,0,7,0,0,16.4,5.6,13.9,18.8,1.0,4.2,11.4,4.6,1015.9,1011.5,74.0,85.0,56.0
FUERTEVENTURA,2022-01-27,107,719.1060034076103,2014.499047873584,568,120,21.12676056338028,34.497659344616494,20,2,12,79,2,6,0,0,15.4,7.6,13.7,17.2,10.0,4.2,9.2,3.7,1015.9,1012.7,73.0,85.0,67.0
LA GOMERA,2022-01-27,11,498.200941046222,1153.2429190884768,62,16,25.806451612903224,33.175355450236964,1,0,4,11,0,0,0,0,16.9,3.9,14.0,19.8,34.0,2.2,11.9,5.3,994.1,990.5,60.0,78.0,49.0
TENERIFE,2022-01-27,495,502.4746824265241,1683.817859927375,3260,754,23.12883435582822,27.069639904834872,240,27,401,1398,58,55,0,16,17.5,0.4,14.2,20.8,4.0,1.9,6.9,6.8,1015.6,1011.8,61.0,83.0,43.0
LANZAROTE,2022-01-28,68,422.30380201781634,1705.2601853515775,824,100,12.135922330097088,15.61344537815126,24,1,29,139,0,1,0,0,17.4,0.0,13.1,21.6,35.0,5.8,11.7,7.9,1015.9,1013.3,67.0,84.0,44.0
LA PALMA,2022-01-28,97,1074.792111001941,2748.68796280764,180,117,65.0,62.787803360298696,11,2,12,111,0,8,0,0,16.6,0.0,13.8,19.4,2.0,2.5,15.3,8.4,1014.5,1011.6,57.0,85.0,52.0
LA GOMERA,2022-01-28,10,438.2323092536212,1125.5650890303534,36,10,27.77777777777778,31.56626506024097,1,0,3,8,0,0,0,0,15.8,1.9,13.0,18.7,31.0,2.8,7.2,6.3,993.7,990.7,63.0,75.0,53.0
EL HIERRO,2022-01-28,17,2027.451332197004,4485.511796896026,38,15,39.47368421052632,40.993788819875775,1,0,3,12,0,0,0,0,17.7,0.2,15.5,19.9,3.0,4.4,11.4,6.5,1015.9,1013.0,71.0,78.0,52.0
FUERTEVENTURA,2022-01-28,90,668.1588881836101,1916.7808104767316,449,106,23.608017817371937,32.52061670849767,20,6,16,78,1,6,0,0,17.1,0.0,13.8,20.4,6.0,6.4,10.3,5.4,1014.6,1011.9,68.0,83.0,46.0
TENERIFE,2022-01-28,538,458.4300735297285,1534.7769339783158,3476,747,21.490218642117377,25.999577791851383,221,18,364,1373,57,49,0,12,17.4,6.6,14.3,20.6,2.0,2.5,9.2,7.5,1014.7,1012.1,61.0,83.0,52.0
GRAN CANARIA,2022-01-28,703,795.0710736498578,2131.566612625523,3194,930,29.117094552285536,32.78472941739061,195,29,443,1360,56,49,0,21,16.9,0.0,13.9,19.9,1.0,5.3,10.3,8.7,1013.2,1010.6,64.0,79.0,43.0
LANZAROTE,2022-01-29,49,392.781043822042,1441.4807588632457,207,56,27.05314009661836,14.648829431438129,22,1,30,141,0,2,0,0,19.2,0.0,17.1,21.2,99.0,5.8,11.7,7.8,1017.8,1014.3,44.0,75.0,31.0
LA GOMERA,2022-01-29,19,401.3285358427899,982.5629670633822,55,21,38.18181818181818,30.17902813299233,0,0,3,8,0,0,0,0,17.1,0.0,13.7,20.5,35.0,1.9,9.7,7.8,994.5,992.2,52.0,74.0,47.0
GRAN CANARIA,2022-01-29,413,715.1197925007101,1948.403370577695,2155,539,25.011600928074245,31.75315685698704,123,32,440,1304,62,54,0,7,18.6,0.0,15.6,21.5,2.0,7.2,13.3,7.1,1014.5,1011.3,51.0,72.0,39.0
TENERIFE,2022-01-29,281,427.0927112095145,1324.999676934409,2088,438,20.977011494252874,24.839288057025406,122,17,360,1346,57,51,0,13,18.7,0.0,15.4,22.0,1.0,2.5,10.3,6.5,1015.8,1013.1,60.0,73.0,46.0
FUERTEVENTURA,2022-01-29,55,601.342999365249,1740.553903718304,244,73,29.918032786885245,29.703328509406656,10,4,15,72,2,6,0,0,18.0,0.0,16.4,19.5,8.0,4.7,11.4,5.7,1016.3,1011.9,61.0,83.0,47.0
EL HIERRO,2022-01-29,29,1794.2047187584103,4207.410065488472,24,11,45.833333333333336,39.34426229508197,0,0,1,10,0,0,0,0,18.9,0.0,16.9,20.9,99.0,5.3,10.3,8.0,1017.2,1014.8,66.0,72.0,59.0
LA PALMA,2022-01-29,73,983.72834239977,2544.992690934362,171,85,49.707602339181285,62.25784903139613,4,0,11,114,0,6,0,0,17.5,1.1,14.9,20.1,99.0,5.0,9.2,4.8,1015.9,1013.4,66.0,78.0,49.0
EL HIERRO,2022-01-30,8,1749.34960078945,4306.091325020185,19,8,42.10526315789474,37.54266211604096,1,0,1,10,0,0,0,0,18.4,0.0,16.6,20.2,2.0,5.0,9.7,7.6,1017.1,1013.7,64.0,71.0,46.0
TENERIFE,2022-01-30,185,410.8317431327024,1267.9247558701018,1140,290,25.43859649122807,24.401297374150264,136,20,380,1416,55,49,0,14,18.6,0.0,15.3,21.9,28.0,2.2,4.7,8.7,1016.1,1012.4,61.0,73.0,53.0
GRAN CANARIA,2022-01-30,338,653.5199019077264,1827.775121826349,1706,456,26.72919109026964,30.73260233279455,101,26,476,1323,63,51,0,5,17.0,0.0,13.8,20.3,26.0,2.5,6.7,8.2,1015.2,1011.7,60.0,76.0,40.0
LANZAROTE,2022-01-30,36,387.0048520011296,1340.0765024516725,364,46,12.637362637362637,14.7688060731539,17,1,30,151,0,3,0,0,19.1,0.0,16.5,21.7,99.0,4.4,9.7,9.0,1018.4,1015.0,53.0,86.0,29.0
LA GOMERA,2022-01-30,3,396.715564166436,1028.6926838269212,22,6,27.272727272727277,28.75318066157761,5,3,6,9,0,0,0,0,17.3,0.0,14.6,20.0,23.0,3.3,7.2,5.0,996.7,991.8,62.0,72.0,55.0
FUERTEVENTURA,2022-01-30,37,595.4966090936425,1638.6596732703038,268,80,29.85074626865672,29.403306973400436,12,1,13,81,3,6,0,0,16.2,0.0,12.4,20.0,29.0,2.5,8.9,8.6,1016.7,1013.3,70.0,87.0,45.0
LA PALMA,2022-01-30,4,1024.4673967744254,2445.5414699609382,41,5,12.195121951219512,64.8,12,0,10,119,0,6,0,0,18.0,0.0,15.7,20.4,3.0,3.1,9.7,8.6,1015.4,1011.8,62.0,70.0,56.0
LA GOMERA,2022-01-31,9,387.4896208137282,977.9499953870284,57,12,21.05263157894737,28.75318066157761,2,0,6,10,0,0,0,0,17.6,0.0,14.0,21.1,24.0,2.8,8.3,8.6,996.7,993.3,60.0,70.0,28.0
LA PALMA,2022-01-31,189,1017.2781518847804,2425.1719427736107,265,198,74.71698113207547,65.0,13,0,10,119,0,7,0,0,17.8,0.0,14.7,20.9,3.0,3.3,6.1,8.9,1017.6,1014.2,67.0,74.0,41.0
FUERTEVENTURA,2022-01-31,123,587.1446229913473,1566.8325927905655,391,135,34.52685421994885,29.052197802197803,22,0,10,86,3,6,0,0,17.7,0.0,13.1,22.3,29.0,2.8,9.7,7.7,1019.3,1015.9,56.0,72.0,41.0
LANZAROTE,2022-01-31,66,364.54188380869255,1257.926218776474,947,92,9.714889123548046,13.993541442411194,40,5,34,145,0,4,0,0,18.4,0.0,13.2,23.7,5.0,3.1,10.3,8.8,1020.9,1016.9,44.0,64.0,31.0
EL HIERRO,2022-01-31,21,1677.5814120391135,4162.554947519512,34,6,17.647058823529413,36.17021276595744,0,0,1,10,0,0,0,0,18.5,0.0,16.1,20.9,29.0,3.6,7.2,9.1,1018.9,1015.7,68.0,76.0,59.0
GRAN CANARIA,2022-01-31,554,616.700232957461,1719.1863203825503,3044,814,26.741130091984232,29.931274544805422,197,30,475,1329,62,59,0,20,17.8,0.0,13.4,22.3,2.0,5.3,10.3,9.4,1017.2,1013.8,51.0,77.0,24.0
TENERIFE,2022-01-31,416,403.6166116019315,1228.6184423069467,3425,731,21.343065693430656,24.223379421799248,218,13,368,1425,51,58,0,14,18.8,0.0,14.9,22.7,8.0,3.9,8.3,9.9,1018.1,1014.6,59.0,74.0,27.0
LA PALMA,2022-02-01,71,892.6645737975988,2523.4249562654268,343,90,26.239067055393587,62.16417910447761,13,2,10,112,0,9,0,0,18.0,0.9,15.6,20.4,99.0,1.9,6.1,2.0,1016.2,1012.5,74.0,79.0,27.0
GRAN CANARIA,2022-02-01,615,561.1785099372196,1559.5175337601297,3190,788,24.70219435736677,29.214590864278676,235,42,441,1336,60,62,0,22,19.8,0.3,17.3,22.3,15.0,2.2,10.3,0.7,1015.9,1012.7,48.0,84.0,30.0
LANZAROTE,2022-02-01,70,313.1979565116936,977.4600159166174,788,97,12.309644670050762,12.742648472035365,20,2,33,142,0,4,0,0,21.1,0.05,17.8,24.4,7.0,4.2,10.8,4.8,1020.6,1017.7,39.0,62.0,26.0
FUERTEVENTURA,2022-02-01,87,557.0774730230848,1447.3991915277452,397,112,28.211586901763223,28.62787356321839,16,3,10,85,4,6,0,0,19.5,0.1,17.5,21.5,7.0,3.9,8.9,1.7,1019.1,1016.4,65.0,72.0,42.0
TENERIFE,2022-02-01,419,363.3411012659864,996.0112168373172,3277,624,19.041806530363136,23.019178834622604,197,14,320,1422,54,54,0,13,19.4,2.0,16.3,22.4,4.0,1.7,5.8,2.0,1016.7,1013.7,53.0,76.0,37.0
EL HIERRO,2022-02-01,16,1471.2478693818964,4072.844711581592,33,16,48.48484848484848,32.67716535433071,1,0,1,10,0,0,0,0,19.4,1.8,16.2,22.7,20.0,3.6,9.2,0.5,1017.4,1013.7,76.0,86.0,29.0
LA GOMERA,2022-02-01,5,332.1339606974813,931.8202786234892,33,7,21.21212121212121,27.68361581920904,0,0,6,10,0,0,0,0,19.8,5.9,15.8,23.8,7.0,1.9,8.3,0.6,995.0,991.7,32.0,73.0,18.0
LA GOMERA,2022-02-02,6,309.0691023157118,848.786788449119,46,8,17.391304347826086,26.80722891566265,2,1,5,12,0,0,0,0,20.4,2.4,16.9,23.9,28.0,5.0,21.7,1.3,996.8,992.3,68.0,82.0,40.0
LA PALMA,2022-02-02,89,789.6187303793525,2071.7007356993936,462,92,19.913419913419915,54.41176470588236,22,3,11,117,0,7,0,0,20.2,5.0,17.9,22.5,25.0,6.1,16.9,0.1,1017.2,1012.4,65.0,83.0,40.0
LANZAROTE,2022-02-02,48,292.660385592894,833.6970194850204,431,60,13.921113689095128,12.579617834394904,32,1,30,153,0,3,0,0,23.0,0.0,16.8,29.3,4.0,3.6,8.3,7.3,1021.0,1016.2,35.0,60.0,16.0
GRAN CANARIA,2022-02-02,504,522.4886355799565,1432.6942295981046,2709,665,24.54780361757106,28.290842242755552,249,36,426,1364,59,67,0,16,22.0,0.1,17.2,26.8,34.0,4.2,15.3,3.2,1016.6,1011.6,43.0,69.0,18.0
TENERIFE,2022-02-02,245,316.3889020508204,856.7699471464693,1970,361,18.3248730964467,21.640480140528936,132,13,319,1419,52,52,0,13,20.9,4.4,17.6,24.2,31.0,3.6,14.7,1.5,1017.8,1013.0,56.0,76.0,48.0
EL HIERRO,2022-02-02,11,1291.8273975060554,3669.148649860949,29,8,27.58620689655172,33.898305084745765,1,1,1,9,0,0,0,0,20.8,21.7,17.2,24.3,28.0,10.3,24.2,0.2,1019.1,1013.6,59.0,83.0,43.0
FUERTEVENTURA,2022-02-02,63,520.3287341729863,1279.5242708716132,298,85,28.523489932885905,27.681159420289852,30,2,9,101,4,4,0,0,21.6,0.05,17.3,25.9,99.0,4.2,8.3,7.0,1019.3,1015.1,52.0,70.0,32.0
EL HIERRO,2022-02-03,32,1031.667713286086,3292.365658921683,30,11,36.66666666666666,33.484162895927604,3,1,1,10,0,0,0,0,20.9,0.0,17.0,24.8,19.0,4.2,12.8,8.8,1016.9,1013.0,66.0,86.0,46.0
FUERTEVENTURA,2022-02-03,82,469.3816189489861,1188.4876223565964,397,93,23.425692695214103,27.189292543021036,17,3,12,90,3,5,0,0,21.2,0.0,19.0,23.5,34.0,1.1,6.1,4.7,1018.4,1014.5,54.0,75.0,36.0
LA GOMERA,2022-02-03,18,290.61721561029617,788.8181566565181,60,20,33.333333333333336,25.723472668810288,2,0,5,14,0,0,0,0,21.1,0.0,17.5,24.7,10.0,2.2,13.3,7.4,996.6,991.4,55.0,72.0,40.0
TENERIFE,2022-02-03,442,277.72871966952545,780.2034020960496,2979,680,22.826451829472976,21.168705730843527,228,11,302,1490,48,55,0,13,21.8,0.0,17.4,26.2,29.0,1.4,9.2,8.0,1017.5,1012.6,57.0,86.0,42.0
LANZAROTE,2022-02-03,51,263.7794264883321,744.4869458064848,826,79,9.564164648910412,12.65233769111456,40,1,15,175,0,1,0,0,22.2,0.0,19.9,24.5,7.0,3.1,10.3,4.2,1020.1,1016.2,43.0,59.0,27.0
LA PALMA,2022-02-03,80,744.086846078267,1931.5104603513144,294,91,30.952380952380956,42.83088235294117,11,0,11,112,0,5,0,0,20.8,0.0,16.8,24.8,18.0,2.2,11.4,9.0,1016.2,1010.6,70.0,90.0,41.0
GRAN CANARIA,2022-02-03,507,467.4344639114645,1305.7540375981418,2714,687,25.31319086219602,27.073320380406997,246,18,422,1404,55,69,0,16,22.0,0.0,18.6,25.5,99.0,3.9,11.4,5.6,1015.4,1011.8,47.0,77.0,29.0
GRAN CANARIA,2022-02-04,521,424.7704030643316,1219.8414767141894,2879,687,23.86245224036124,26.0741769987174,185,23,402,1373,54,64,0,15,20.6,0.0,16.8,24.3,21.0,5.6,13.9,4.8,1014.5,1011.8,44.0,70.0,18.0
FUERTEVENTURA,2022-02-04,85,448.5016536932483,1116.6605418768584,483,115,23.80952380952381,27.986906710310965,16,1,10,86,3,6,0,0,19.7,0.0,17.3,22.1,15.0,3.1,8.3,2.4,1017.8,1014.7,53.0,65.0,34.0
LANZAROTE,2022-02-04,41,249.0180473904449,671.3218494082612,652,58,8.895705521472392,12.081148848871669,28,1,14,147,0,2,0,0,20.8,0.0,18.1,23.6,99.0,2.8,7.8,3.4,1019.4,1016.1,51.0,66.0,40.0
TENERIFE,2022-02-04,357,272.0212275630947,730.4513010928232,2757,546,19.804134929270948,21.08962135657859,202,10,254,1445,46,58,0,13,21.6,0.0,17.9,25.3,18.0,2.5,7.2,8.7,1014.8,1012.2,41.0,67.0,33.0
LA GOMERA,2022-02-04,4,322.9080173447735,761.1403265983947,31,12,38.70967741935484,27.184466019417474,1,0,4,14,0,0,0,0,20.6,0.0,17.6,23.6,8.0,2.5,8.9,6.7,993.9,991.0,39.0,65.0,32.0
EL HIERRO,2022-02-04,16,1202.1171615681349,3229.5684937651386,30,8,26.666666666666668,36.231884057971016,3,1,1,10,0,0,0,0,19.2,0.0,17.3,21.1,34.0,5.6,10.3,7.5,1015.4,1013.2,80.0,87.0,70.0
LA PALMA,2022-02-04,79,722.5191114093317,1797.3112224112726,299,91,30.43478260869565,38.61047835990888,22,0,7,116,0,7,0,0,18.6,0.0,15.9,21.3,3.0,5.0,11.7,8.2,1014.0,1011.9,81.0,87.0,64.0
LANZAROTE,2022-02-05,27,231.68947192770776,624.4705157497497,310,35,11.290322580645162,11.577698695136418,22,1,15,145,0,4,0,0,20.1,0.0,15.3,24.9,99.0,3.9,9.2,9.8,1017.4,1014.4,43.0,75.0,18.0
EL HIERRO,2022-02-05,13,1193.1461379743428,2987.350856732753,8,3,37.5,34.17085427135678,1,1,3,8,0,0,0,0,19.4,0.0,17.7,21.2,33.0,5.0,9.7,9.3,1015.3,1012.5,76.0,85.0,68.0
LA GOMERA,2022-02-05,14,295.23018728665005,696.55872312944,46,16,34.78260869565217,28.289473684210527,0,0,3,15,0,0,0,0,19.5,0.0,16.5,22.5,19.0,1.1,4.2,8.4,993.3,990.1,60.0,81.0,38.0
TENERIFE,2022-02-05,191,252.52960357698225,679.6223147864968,1739,294,16.90626797009776,20.809707416647765,133,20,283,1421,43,57,0,12,20.4,0.0,16.8,24.0,28.0,1.9,5.8,9.8,1014.5,1011.4,45.0,60.0,31.0
FUERTEVENTURA,2022-02-05,63,444.3256606421007,1045.6686600073497,210,74,35.23809523809524,27.966101694915253,7,0,9,82,3,5,0,0,18.6,0.0,14.9,22.3,99.0,3.9,7.2,9.0,1015.9,1013.1,64.0,86.0,41.0
GRAN CANARIA,2022-02-05,281,403.49681655973376,1118.6166090604438,1815,376,20.71625344352617,25.1997608305702,132,23,402,1391,53,60,0,2,18.6,0.0,15.9,21.4,1.0,2.8,8.3,9.7,1013.3,1010.5,51.0,69.0,23.0
LA PALMA,2022-02-05,45,700.9513767403963,1684.6797191401663,204,55,26.96078431372549,34.77333333333333,8,0,6,118,0,8,0,0,18.3,0.0,15.7,20.9,2.0,5.0,11.7,9.4,1013.8,1010.8,77.0,82.0,38.0
LA GOMERA,2022-02-06,7,272.16532890488054,668.8808930713166,19,8,42.10526315789474,27.45762711864407,2,1,4,16,0,0,0,0,20.4,0.0,16.9,24.0,21.0,2.5,5.6,6.9,992.4,989.8,42.0,73.0,26.0
FUERTEVENTURA,2022-02-06,29,451.0072495239368,1046.5038586175792,147,36,24.489795918367346,28.39607201309329,6,1,6,84,4,4,0,0,19.5,0.0,17.4,21.6,2.0,7.2,12.5,8.0,1016.5,1013.4,82.0,90.0,74.0
EL HIERRO,2022-02-06,2,1049.60976047367,2798.95936126312,11,3,27.272727272727277,32.78688524590164,1,0,3,9,0,0,0,0,19.4,0.0,18.2,20.7,3.0,8.3,16.4,3.0,1015.7,1012.8,80.0,87.0,77.0
GRAN CANARIA,2022-02-06,236,388.0676219520035,1041.58752385973,1257,314,24.98011137629276,24.7715567369995,131,18,409,1418,52,69,0,4,19.6,0.0,16.5,22.8,99.0,8.3,13.3,9.7,1013.8,1011.1,68.0,81.0,27.0
TENERIFE,2022-02-06,130,242.83763584908095,653.6693789817834,1110,211,19.00900900900901,20.396829987852144,160,9,293,1500,43,57,0,13,19.2,0.0,16.2,22.2,6.0,3.6,10.3,9.1,1015.6,1012.8,66.0,77.0,41.0
LANZAROTE,2022-02-06,28,217.56989192103305,604.5747439221626,521,32,6.142034548944338,10.815192218619732,22,2,15,150,0,4,0,0,20.2,0.0,17.3,23.1,5.0,8.3,16.4,9.4,1017.7,1014.7,70.0,83.0,53.0
LA PALMA,2022-02-06,5,667.401567255386,1691.8689640298114,40,7,17.5,32.59958071278826,13,2,8,117,0,8,0,0,19.6,0.0,17.3,21.8,2.0,6.1,10.8,7.5,1016.0,1012.3,67.0,82.0,25.0
LA PALMA,2022-02-07,133,668.5997747369935,1685.877926621774,378,141,37.3015873015873,32.72155217619297,17,0,8,118,0,7,0,0,19.4,0.0,17.4,21.3,2.0,6.1,9.7,6.1,1015.8,1011.3,75.0,82.0,69.0
LANZAROTE,2022-02-07,72,212.43549919133315,576.9773830000257,1129,91,8.060230292294065,10.12290502793296,21,1,11,163,0,4,0,0,21.0,0.0,16.6,25.3,5.0,5.0,11.7,9.0,1017.6,1013.9,55.0,87.0,20.0
LA GOMERA,2022-02-07,19,290.61721561029617,678.1068364240243,60,23,38.333333333333336,28.42465753424657,1,0,4,16,0,0,0,0,22.0,0.0,16.5,27.5,8.0,3.6,11.4,8.5,992.0,988.5,33.0,58.0,11.0
GRAN CANARIA,2022-02-07,480,376.14506248239377,992.8452954398548,2742,662,24.142961342086068,24.596774193548388,231,21,413,1447,51,75,0,18,19.6,0.0,16.7,22.5,34.0,6.9,13.3,9.6,1013.7,1010.0,67.0,86.0,26.0
FUERTEVENTURA,2022-02-07,100,444.3256606421007,1031.470283633448,477,119,24.947589098532493,27.98105897546276,15,3,8,82,4,3,0,0,19.4,0.0,17.8,20.9,3.0,6.1,11.4,6.2,1016.6,1012.8,83.0,88.0,75.0
TENERIFE,2022-02-07,375,236.91476668203023,640.5313782839618,2967,536,18.06538591169532,19.974503100191228,246,12,287,1559,42,63,0,13,18.9,0.0,16.6,21.2,6.0,3.1,9.4,9.0,1015.6,1011.7,75.0,82.0,54.0
EL HIERRO,2022-02-07,10,995.7836189109178,2673.3650309500317,39,10,25.64102564102564,31.428571428571427,1,1,2,9,0,0,0,0,19.6,0.0,18.5,20.6,4.0,9.4,16.4,6.7,1015.1,1011.3,80.0,86.0,76.0
LA GOMERA,2022-02-08,19,336.74693237383525,668.8808930713166,59,21,35.59322033898305,31.864406779661017,2,0,4,14,0,0,0,0,21.6,0.0,18.3,25.0,11.0,3.9,12.8,8.1,991.7,987.8,48.0,73.0,11.0
FUERTEVENTURA,2022-02-08,52,425.1160926068219,982.1935656299067,259,63,24.324324324324323,26.317974263179742,26,5,11,86,3,4,0,0,19.7,0.0,15.8,23.6,99.0,1.9,9.2,5.1,1015.5,1012.7,49.0,78.0,42.0
TENERIFE,2022-02-08,296,232.49953693931965,595.840638205306,2520,423,16.785714285714285,19.35829513661528,256,19,268,1582,38,61,0,15,21.2,0.0,17.1,25.4,21.0,3.1,9.7,9.7,1012.7,1010.0,50.0,78.0,31.0
LANZAROTE,2022-02-08,55,216.28629373860807,529.4842502503017,721,72,9.986130374479888,9.70581919690788,31,0,8,169,0,2,0,0,21.4,0.0,17.9,24.9,5.0,3.3,11.4,9.1,1017.4,1014.1,46.0,60.0,36.0
LA PALMA,2022-02-08,55,601.5001557669726,1494.1647295645714,182,62,34.065934065934066,28.06930693069307,16,2,10,115,0,7,0,0,20.2,0.0,16.7,23.6,17.0,3.9,10.8,9.3,1012.1,1007.3,65.0,81.0,31.0
EL HIERRO,2022-02-08,12,897.1023593792052,2368.350228761102,21,5,23.80952380952381,32.77777777777778,1,0,2,7,0,0,0,0,20.4,0.0,18.0,22.9,3.0,3.6,9.2,8.8,1013.1,1009.8,77.0,88.0,36.0
GRAN CANARIA,2022-02-08,426,367.4953624750298,928.6738724122494,2570,553,21.51750972762646,24.14769444123425,239,14,384,1496,52,68,0,18,22.3,0.0,17.7,26.9,19.0,5.3,12.8,8.7,1012.6,1008.8,37.0,58.0,10.0
LA GOMERA,2022-02-09,11,401.3285358427899,710.3976381585018,52,14,26.923076923076923,33.64485981308411,1,0,4,13,0,0,0,0,21.2,0.0,17.2,25.2,6.0,3.6,10.3,2.6,995.4,990.5,37.0,69.0,15.0
FUERTEVENTURA,2022-02-09,79,395.884141248789,916.2128754217752,498,94,18.87550200803213,25.75957727873184,17,1,11,87,3,4,0,0,21.2,0.0,17.6,24.8,12.0,1.7,10.8,6.2,1019.3,1015.0,40.0,72.0,33.0
LA PALMA,2022-02-09,68,582.3288360612523,1371.9475664406048,312,72,23.07692307692308,28.99408284023669,17,0,8,122,0,7,0,0,21.8,0.0,17.2,26.5,16.0,4.2,12.8,4.4,1014.7,1010.2,44.0,73.0,13.0
EL HIERRO,2022-02-09,12,861.218265004037,2153.0456625100924,25,5,20.0,28.571428571428573,1,0,2,8,0,0,0,0,20.6,0.0,15.9,25.4,20.0,7.8,12.5,2.5,1016.8,1012.2,75.0,89.0,15.0
GRAN CANARIA,2022-02-09,427,345.4035611048706,867.8921966848271,2293,591,25.774095071958133,23.636581565384155,262,22,357,1531,53,73,0,15,20.9,0.0,16.2,25.6,12.0,4.7,10.8,3.6,1016.3,1011.4,45.0,62.0,13.0
LANZAROTE,2022-02-09,42,206.6593073704208,499.3196929633148,761,68,8.935611038107753,9.302832244008714,29,1,7,167,0,3,0,0,21.8,0.0,18.0,25.5,99.0,1.9,7.8,8.5,1021.0,1016.9,42.0,61.0,31.0
TENERIFE,2022-02-09,373,219.253847711188,535.6427497620083,3071,526,17.127971344838816,19.018825582845032,245,13,257,1578,36,64,0,15,21.8,0.05,17.8,25.9,25.0,1.9,7.5,2.2,1017.1,1011.8,31.0,44.0,21.0
LANZAROTE,2022-02-10,52,202.80851282314583,466.587939311478,778,69,8.868894601542417,8.841463414634147,33,0,6,178,0,3,0,0,22.5,0.0,19.7,25.3,35.0,1.7,9.2,7.5,1022.8,1020.1,36.0,65.0,22.0
TENERIFE,2022-02-10,311,233.03797959086967,510.7666992603952,2584,447,17.29876160990712,18.759843667969434,257,14,246,1581,36,55,0,10,23.4,0.0,20.2,26.6,16.0,2.2,8.3,8.3,1019.3,1015.3,41.0,65.0,26.0
LA GOMERA,2022-02-10,4,424.3933942245595,715.0106098348556,52,7,13.461538461538462,34.86238532110092,1,0,3,13,0,0,0,0,23.2,0.0,20.8,25.7,12.0,2.8,10.8,8.0,998.3,994.4,22.0,47.0,11.0
LA PALMA,2022-02-10,52,557.1664789474945,1301.2533250257616,245,60,24.489795918367346,30.36863662960796,29,1,5,135,0,6,0,0,22.8,0.0,17.8,27.9,16.0,6.1,16.4,7.8,1017.5,1013.2,47.0,80.0,20.0
EL HIERRO,2022-02-10,19,870.189288597829,1901.857001883915,23,5,21.73913043478261,27.4390243902439,0,0,2,6,0,0,0,0,23.0,0.0,19.2,26.9,17.0,8.6,15.0,9.2,1019.1,1015.4,44.0,79.0,12.0
