fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,isla
2021-03-19,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,6","0,0","15,8",06:53,"23,3",13:43,36,"6,1","13,3",15:37,"11,1","1015,3",Varias,"1012,2",04,60,81,02:15,44,15:02,Lanzarote
2021-03-20,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,9","0,0","14,9",05:57,"22,9",14:28,01,"7,2","13,9",22:23,"7,4","1016,0",Varias,"1013,7",04,55,91,23:44,42,12:27,Lanzarote
2021-03-21,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"17,8","0,0","14,1",23:46,"21,6",15:22,03,"7,8","15,0",14:28,"7,9","1017,0",Varias,"1014,1",04,54,81,01:04,37,11:48,Lanzarote
2021-03-22,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"17,0","0,0","12,3",05:27,"21,7",14:25,36,"6,9","15,0",20:16,"9,9","1016,6",Varias,"1013,8",19,62,78,23:57,46,11:47,Lanzarote
2021-03-23,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,0","0,0","13,6",02:03,"24,3",12:33,06,"4,4","8,3",Varias,"10,5","1018,5",Varias,"1015,2",04,48,90,05:50,21,17:49,Lanzarote
2021-03-24,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"21,6","0,0","16,4",04:56,"26,9",16:45,99,"3,3","8,3",Varias,"11,0","1020,0",Varias,"1017,1",03,46,64,Varias,16,16:06,Lanzarote
2021-03-25,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"23,6","0,0","18,6",07:14,"28,5",17:26,05,"3,3","10,8",23:49,"10,7","1018,2",00,"1012,3",19,35,58,07:24,15,17:23,Lanzarote
2021-03-26,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"20,0","0,0","16,9",23:35,"23,2",17:26,16,"5,6","13,3",13:29,"10,8","1013,3",Varias,"1009,4",04,63,78,13:38,36,05:29,Lanzarote
2021-03-27,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,2","0,0","14,9",07:09,"23,6",14:48,99,"4,7","9,2",Varias,"10,9","1013,7",Varias,"1010,6",17,76,90,22:30,56,14:47,Lanzarote
2021-03-28,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,4","0,0","14,5",03:33,"22,2",13:02,99,"2,8","5,8",Varias,"10,5","1013,8",Varias,"1011,1",18,81,93,Varias,68,11:44,Lanzarote
